ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at
8.8.8.8,google-public-dns-a.google.com.,US,Mountain View,,,true,1.00,2017-06-20T09:33:38Z,2009-12-04T10:01:47Z
